full_name, description, language, topics, license_name, stargazers_count, forks_count, homepage, html_url, open_issues_count, name, owner_name, owner_avatar_url, created_at, starred_at, updated_at, pushed_at, fork, archived
"ajkhoury/ReClassEx","ReClassEx","C++","2015, 2016, 2017, memory-analysis, pdb, reclass, reclass2015, reclass2016, reclass2017, reclass64, reclassex, reclassx64, rtti, symbols, x64","MIT License",796,169,"","https://github.com/ajkhoury/ReClassEx",8,"ReClassEx","ajkhoury","https://avatars.githubusercontent.com/u/10799309?v=4","2015-05-13T01:02:58Z","2021-11-20T18:18:53Z","2023-08-10T07:57:31Z","2021-07-05T14:03:36Z",false,false
"yasong/Awesome-Info-Inferring-Binary","A collection of papers, tools about type inferring, variable renaming, function name inferring on stripped binary executables.",,"",,42,3,"","https://github.com/yasong/Awesome-Info-Inferring-Binary",0,"Awesome-Info-Inferring-Binary","yasong","https://avatars.githubusercontent.com/u/9759407?v=4","2020-05-29T03:38:45Z","2021-11-19T05:31:26Z","2023-07-19T02:43:19Z","2023-04-17T00:29:24Z",false,false
"avltree9798/isJailbroken","Detect whether iOS device is jailbroken or not | Jailbreak detection for iOS","Objective-C","jailbreak, jailbreak-detection, jailbroken","GNU General Public License v3.0",76,20,"","https://github.com/avltree9798/isJailbroken",1,"isJailbroken","avltree9798","https://avatars.githubusercontent.com/u/16130362?v=4","2019-08-21T14:49:50Z","2021-11-18T21:24:55Z","2023-06-22T21:13:58Z","2022-04-15T13:55:29Z",false,false
"jmpews/DobbyDrill","hook MachO file based on Dobby (NOT DONE)","C++","",,35,8,"","https://github.com/jmpews/DobbyDrill",2,"DobbyDrill","jmpews","https://avatars.githubusercontent.com/u/4661301?v=4","2019-12-23T16:55:15Z","2021-11-18T18:20:42Z","2023-07-05T08:46:26Z","2019-12-23T17:56:19Z",false,false
"Naituw/IPAPatch","Patch iOS Apps, The Easy Way, Without Jailbreak.","Objective-C","hacking, hacking-tool, ios, ipa, patching, reverse-engineering, xcode","MIT License",4353,690,"","https://github.com/Naituw/IPAPatch",28,"IPAPatch","Naituw","https://avatars.githubusercontent.com/u/353943?v=4","2017-03-18T13:20:00Z","2021-11-18T18:11:10Z","2023-08-10T23:14:59Z","2023-01-29T12:23:59Z",false,false
"gnachman/iTerm2","iTerm2 is a terminal emulator for Mac OS X that does amazing things.","Objective-C","","GNU General Public License v2.0",13777,1157,"https://iterm2.com/","https://github.com/gnachman/iTerm2",38,"iTerm2","gnachman","https://avatars.githubusercontent.com/u/427546?v=4","2011-04-07T00:46:28Z","2021-11-18T17:21:04Z","2023-08-12T00:25:58Z","2023-08-11T20:58:20Z",false,false
"securifybv/Visual-Studio-BOF-template","A Visual Studio template used to create Cobalt Strike BOFs","C","",,199,43,,"https://github.com/securifybv/Visual-Studio-BOF-template",0,"Visual-Studio-BOF-template","securifybv","https://avatars.githubusercontent.com/u/11192927?v=4","2021-11-13T13:44:01Z","2021-11-18T17:20:50Z","2023-08-11T08:05:33Z","2021-11-17T12:03:42Z",false,false
"fjqisba/IDADoc","用于存放IDA的研究资料和文档","CSS","ida, idaplugin","MIT License",82,17,"","https://github.com/fjqisba/IDADoc",1,"IDADoc","fjqisba","https://avatars.githubusercontent.com/u/19220994?v=4","2020-09-13T13:09:36Z","2021-11-17T12:50:08Z","2023-07-10T10:48:35Z","2021-03-03T12:34:53Z",false,false
"doyensec/regexploit","Find regular expressions which are vulnerable to ReDoS (Regular Expression Denial of Service)","Python","","Apache License 2.0",721,48,"","https://github.com/doyensec/regexploit",14,"regexploit","doyensec","https://avatars.githubusercontent.com/u/25747968?v=4","2020-11-24T19:24:26Z","2021-11-17T08:43:46Z","2023-08-08T09:59:28Z","2021-05-07T15:23:18Z",false,false
"blazeinfosec/bt2","Blaze Telegram Backdoor Toolkit is a post-exploitation tool that leverages the infrastructure of Telegram as a C&C","Python","","Apache License 2.0",194,61,,"https://github.com/blazeinfosec/bt2",1,"bt2","blazeinfosec","https://avatars.githubusercontent.com/u/16681975?v=4","2016-05-17T10:23:22Z","2021-11-16T10:26:15Z","2023-07-10T08:30:58Z","2018-09-06T12:58:12Z",false,false
"VeNoMouS/cloudscraper","A Python module to bypass Cloudflare's anti-bot page.","Python","anti-bot-page, cloudflare, cloudflare-bypass, cloudflare-scrape, sneakerbot","MIT License",3339,423,,"https://github.com/VeNoMouS/cloudscraper",6,"cloudscraper","VeNoMouS","https://avatars.githubusercontent.com/u/597545?v=4","2019-04-16T02:18:50Z","2021-11-15T10:07:50Z","2023-08-12T01:40:26Z","2023-08-01T05:22:57Z",false,false
"zhlynn/zsign","Maybe it is the most quickly codesign alternative for iOS12+,  cross-platform ( macOS, Linux , Windows ), more features. ","C++","","BSD 3-Clause ""New"" or ""Revised"" License",1036,343,"","https://github.com/zhlynn/zsign",30,"zsign","zhlynn","https://avatars.githubusercontent.com/u/3388663?v=4","2019-09-19T06:17:27Z","2021-11-14T21:23:46Z","2023-08-11T19:35:29Z","2023-07-27T09:08:47Z",false,false
"quarkslab/qsynthesis","Greybox Synthesizer geared for deobfuscation of assembly instructions.","Python","","GNU Affero General Public License v3.0",119,17,"https://quarkslab.github.io/qsynthesis/","https://github.com/quarkslab/qsynthesis",1,"qsynthesis","quarkslab","https://avatars.githubusercontent.com/u/3357711?v=4","2021-07-30T07:42:13Z","2021-11-14T10:57:23Z","2023-07-22T09:51:37Z","2023-06-05T11:55:53Z",false,false
"jbremer/ssexy","Translate regular Assembly into Extended Instructions","Python","",,84,10,"","https://github.com/jbremer/ssexy",6,"ssexy","jbremer","https://avatars.githubusercontent.com/u/1148773?v=4","2012-01-26T22:30:02Z","2021-11-12T14:33:56Z","2023-03-23T02:55:24Z","2012-10-09T03:41:44Z",false,false
"SnowGirls/deflat",,"Python","",,98,28,,"https://github.com/SnowGirls/deflat",4,"deflat","SnowGirls","https://avatars.githubusercontent.com/u/20698748?v=4","2018-05-07T08:12:21Z","2021-11-12T14:08:19Z","2023-08-10T07:08:16Z","2018-05-08T01:54:11Z",false,false
"eth-sri/debin","Machine Learning to Deobfuscate Binaries","Python","","Apache License 2.0",374,56,,"https://github.com/eth-sri/debin",2,"debin","eth-sri","https://avatars.githubusercontent.com/u/5363413?v=4","2018-12-05T13:40:37Z","2021-11-12T14:05:33Z","2023-08-10T01:56:10Z","2022-06-22T05:14:48Z",false,false
"RussellJerome/UnrealModLoader",,"C++","","GNU Lesser General Public License v2.1",166,54,,"https://github.com/RussellJerome/UnrealModLoader",13,"UnrealModLoader","RussellJerome","https://avatars.githubusercontent.com/u/41841866?v=4","2021-04-21T04:17:47Z","2021-11-12T10:26:43Z","2023-08-10T17:34:00Z","2023-04-16T16:51:24Z",false,false
"AiYinZiLeGong/PUBG-Radar",,"Kotlin","",,237,232,,"https://github.com/AiYinZiLeGong/PUBG-Radar",49,"PUBG-Radar","AiYinZiLeGong","https://avatars.githubusercontent.com/u/35947058?v=4","2018-01-30T04:47:49Z","2021-11-12T10:09:49Z","2023-07-03T19:49:01Z","2018-03-14T19:05:35Z",false,false
"gh0stkey/CaA","CaA - BurpSuite Collector and Analyzer","Java","bounty-hunters, bounty-hunting-tools, burpsuite","Apache License 2.0",412,36,"","https://github.com/gh0stkey/CaA",0,"CaA","gh0stkey","https://avatars.githubusercontent.com/u/24655118?v=4","2020-12-02T06:55:56Z","2021-11-12T08:39:46Z","2023-08-08T03:21:53Z","2022-09-30T09:20:03Z",false,false
"tkmru/nao","Simple No-meaning Assembly Omitter for IDA Pro (This is just a prototype)","Python","ida-plugin, idapython, malware-analysis, unicorn-emulator","GNU General Public License v3.0",264,59,"","https://github.com/tkmru/nao",14,"nao","tkmru","https://avatars.githubusercontent.com/u/1628214?v=4","2016-10-26T06:19:20Z","2021-11-12T03:37:19Z","2023-07-09T11:34:52Z","2021-05-05T16:05:10Z",false,true
"yellowbyte/opaque-predicates-detective","An approach to detect opaque predicates by identifying the damage caused by the obfuscation.","Python","binaryninja-plugin, deobfuscation, opaque-predicates","MIT License",25,6,"","https://github.com/yellowbyte/opaque-predicates-detective",0,"opaque-predicates-detective","yellowbyte","https://avatars.githubusercontent.com/u/4835198?v=4","2020-01-21T07:36:40Z","2021-11-12T03:34:54Z","2023-07-22T09:54:47Z","2021-04-10T03:39:28Z",false,false
"Riscure/DROP-IDA-plugin","Experimental opaque predicate detection for IDA Pro","Python","","GNU General Public License v3.0",72,15,,"https://github.com/Riscure/DROP-IDA-plugin",3,"DROP-IDA-plugin","Riscure","https://avatars.githubusercontent.com/u/17030083?v=4","2017-12-14T10:46:36Z","2021-11-12T03:34:09Z","2023-07-25T07:09:28Z","2017-12-22T18:04:26Z",false,false
"JonathanSalwan/X-Tunnel-Opaque-Predicates","IDA+Triton plugin in order to extract opaque predicates using a Forward-Bounded DSE. Example with X-Tunnel.","Python","binary-analysis, reverse-engineering, symbolic-execution",,49,15,"","https://github.com/JonathanSalwan/X-Tunnel-Opaque-Predicates",0,"X-Tunnel-Opaque-Predicates","JonathanSalwan","https://avatars.githubusercontent.com/u/991046?v=4","2019-08-14T14:09:14Z","2021-11-11T22:14:36Z","2023-07-21T21:52:45Z","2019-08-17T08:19:01Z",false,false
"Finsenty54/fast_collision","Stevens M. Fast Collision Attack on MD5[J]. IACR Cryptol. ePrint Arch., 2006, 2006: 104.","C++","",,2,0,,"https://github.com/Finsenty54/fast_collision",0,"fast_collision","Finsenty54","https://avatars.githubusercontent.com/u/33888386?v=4","2020-12-14T02:27:23Z","2021-11-11T20:48:40Z","2022-12-09T05:37:57Z","2020-12-18T08:34:27Z",false,false
"OALabs/hashdb-ida","HashDB API hash lookup plugin for IDA Pro","Python","","BSD 3-Clause ""New"" or ""Revised"" License",264,36,"","https://github.com/OALabs/hashdb-ida",3,"hashdb-ida","OALabs","https://avatars.githubusercontent.com/u/16073799?v=4","2021-09-14T20:04:37Z","2021-11-11T20:47:17Z","2023-08-10T23:20:19Z","2022-12-12T18:44:43Z",false,false
"OALabs/hashdb","Assortment of hashing algorithms used in malware","Python","","Apache License 2.0",255,31,"","https://github.com/OALabs/hashdb",2,"hashdb","OALabs","https://avatars.githubusercontent.com/u/16073799?v=4","2021-06-21T16:07:30Z","2021-11-11T20:47:06Z","2023-08-10T23:21:10Z","2023-08-09T19:51:45Z",false,false
"toshipiazza/Tigress_angr","Futile attempt to solve the Tigress challenges using angr","LLVM","","MIT License",22,6,,"https://github.com/toshipiazza/Tigress_angr",1,"Tigress_angr","toshipiazza","https://avatars.githubusercontent.com/u/6254422?v=4","2018-06-08T05:15:41Z","2021-11-11T19:24:08Z","2023-06-17T14:43:29Z","2019-05-22T02:52:11Z",false,false
"fionafibration/ASTObfuscate","A Python Obfuscator through AST modification","Python","","GNU General Public License v3.0",21,1,,"https://github.com/fionafibration/ASTObfuscate",1,"ASTObfuscate","fionafibration","https://avatars.githubusercontent.com/u/16828772?v=4","2019-03-19T19:12:11Z","2021-11-11T19:16:04Z","2023-07-06T07:13:10Z","2019-11-15T19:19:12Z",false,false
"Rvn0xsy/BadCode","恶意代码逃逸源代码 http://payloads.online","C++","",,686,117,,"https://github.com/Rvn0xsy/BadCode",0,"BadCode","Rvn0xsy","https://avatars.githubusercontent.com/u/19944759?v=4","2020-01-01T19:08:21Z","2021-11-11T19:13:07Z","2023-08-04T05:20:56Z","2022-03-07T06:18:39Z",false,false
"writeups/iOS","Here you can find write ups for iOS Vulnerabilities that have been released.","Shell","",,725,196,,"https://github.com/writeups/iOS",2,"iOS","writeups","https://avatars.githubusercontent.com/u/39954678?v=4","2018-06-05T12:30:40Z","2021-11-11T19:12:50Z","2023-08-11T18:54:05Z","2022-05-17T06:25:57Z",false,false
"kracer127/SiteScan","专注一站化解决渗透测试的信息收集任务，功能包括域名ip历史解析、nmap常见端口爆破、子域名信息收集、旁站信息收集、whois信息收集、网站架构分析、cms解析、备案信息收集、CDN信息解析、是否存在waf检测、后台寻找以及生成检测结果html报告表。","Python","","BSD 3-Clause ""New"" or ""Revised"" License",209,48,,"https://github.com/kracer127/SiteScan",4,"SiteScan","kracer127","https://avatars.githubusercontent.com/u/58027940?v=4","2021-09-10T09:57:01Z","2021-11-11T19:12:27Z","2023-08-06T02:10:11Z","2022-09-20T15:32:19Z",false,false
"ichitaso/KernBypass-Unofficial","chroot based kernel level jailbreak detection bypass.","Objective-C","","GNU General Public License v3.0",129,18,,"https://github.com/ichitaso/KernBypass-Unofficial",0,"KernBypass-Unofficial","ichitaso","https://avatars.githubusercontent.com/u/980215?v=4","2020-05-07T03:21:49Z","2021-11-11T18:03:12Z","2023-07-24T22:41:44Z","2020-12-05T11:15:27Z",true,false
"GhostStar/Arknights-Armada","明日方舟修改器 / Arknights Cheat","Python","",,221,43,,"https://github.com/GhostStar/Arknights-Armada",8,"Arknights-Armada","GhostStar","https://avatars.githubusercontent.com/u/7427209?v=4","2020-03-18T17:52:55Z","2021-11-11T14:58:15Z","2023-08-02T06:03:21Z","2021-02-26T03:01:27Z",false,false
"GoLang1337/UE4Dumper-Kernel","Modified version of UE4 Dumper but via kernel. 😏","C++","","MIT License",22,16,"","https://github.com/GoLang1337/UE4Dumper-Kernel",0,"UE4Dumper-Kernel","GoLang1337","https://avatars.githubusercontent.com/u/87151713?v=4","2021-10-17T14:44:07Z","2021-11-11T13:51:32Z","2023-05-05T23:44:32Z","2021-10-19T00:27:53Z",false,false
"jungleninja/UE4Dumper-IOS",,"C","","MIT License",48,31,,"https://github.com/jungleninja/UE4Dumper-IOS",7,"UE4Dumper-IOS","jungleninja","https://avatars.githubusercontent.com/u/52058712?v=4","2021-11-10T06:15:48Z","2021-11-11T13:51:23Z","2023-07-26T08:34:49Z","2021-11-11T14:31:24Z",false,false
"threat9/routersploit","Exploitation Framework for Embedded Devices","Python","bruteforce, creds, dictionary-attack, embedded, exploits, infosec, python, router, router-exploitation-framework, routersploit, routersploit-framework, scanner, security","Other",11307,2300,"","https://github.com/threat9/routersploit",107,"routersploit","threat9","https://avatars.githubusercontent.com/u/29281816?v=4","2016-03-30T11:43:12Z","2021-11-11T07:39:41Z","2023-08-11T23:09:37Z","2023-05-22T21:50:32Z",false,false
"beatcracker/VSCELicense","PowerShell module to get and set Visual Studio Community Edition license expiration date in registry","PowerShell","license, powershell-module, visual-studio","Microsoft Public License",289,89,"","https://github.com/beatcracker/VSCELicense",4,"VSCELicense","beatcracker","https://avatars.githubusercontent.com/u/7583050?v=4","2018-12-23T01:36:24Z","2021-11-09T19:17:57Z","2023-08-03T13:02:12Z","2022-10-15T07:52:07Z",false,false
"huaerxiela/frida-script",,"JavaScript","",,42,21,,"https://github.com/huaerxiela/frida-script",0,"frida-script","huaerxiela","https://avatars.githubusercontent.com/u/30793389?v=4","2021-11-05T09:51:17Z","2021-11-09T19:16:22Z","2023-05-05T14:38:15Z","2021-11-10T06:51:37Z",false,false
"svengong/xcubebase","基于xposed的frida持久化方案","C","",,256,73,,"https://github.com/svengong/xcubebase",6,"xcubebase","svengong","https://avatars.githubusercontent.com/u/8065935?v=4","2021-04-01T05:05:33Z","2021-11-09T17:13:05Z","2023-08-10T08:55:39Z","2021-04-01T06:00:15Z",false,false
"svengong/xcubebase_riru","基于magisk 和riru的frida持久化方案","C","","MIT License",52,22,,"https://github.com/svengong/xcubebase_riru",2,"xcubebase_riru","svengong","https://avatars.githubusercontent.com/u/8065935?v=4","2021-04-01T06:54:10Z","2021-11-09T15:14:44Z","2023-04-30T06:57:38Z","2021-04-01T06:59:30Z",false,false
"Maktm/FLIRTDB","A community driven collection of IDA FLIRT signature files","Max","ida-pro, reverse-engineering, signature",,1084,174,"","https://github.com/Maktm/FLIRTDB",5,"FLIRTDB","Maktm","https://avatars.githubusercontent.com/u/16572358?v=4","2017-01-04T07:31:05Z","2021-11-06T20:58:14Z","2023-08-09T10:17:46Z","2021-09-03T13:35:34Z",false,false
"send010/lumina",,"C#","",,15,6,,"https://github.com/send010/lumina",0,"lumina","send010","https://avatars.githubusercontent.com/u/24448920?v=4","2021-01-04T15:25:22Z","2021-11-06T20:56:53Z","2023-07-14T03:16:34Z","2021-01-04T15:31:07Z",false,false
"synacktiv/CVE-2021-40539","Exploitation code for CVE-2021-40539","Python","",,44,20,,"https://github.com/synacktiv/CVE-2021-40539",0,"CVE-2021-40539","synacktiv","https://avatars.githubusercontent.com/u/50145679?v=4","2021-11-03T14:49:27Z","2021-11-06T19:22:55Z","2023-05-05T17:27:44Z","2021-11-09T11:15:19Z",false,false
"Peterpan0927/TFC-Chrome-v8-bug-CVE-2021-38001-poc",,,"",,23,14,,"https://github.com/Peterpan0927/TFC-Chrome-v8-bug-CVE-2021-38001-poc",0,"TFC-Chrome-v8-bug-CVE-2021-38001-poc","Peterpan0927","https://avatars.githubusercontent.com/u/26504662?v=4","2021-11-05T03:18:46Z","2021-11-06T19:08:16Z","2022-11-09T18:14:18Z","2021-11-05T03:17:58Z",false,false
"lwch/natpass","🔥居家办公，远程开发神器","Go","code-server, golang, protobuf, shell, tls, vnc","MIT License",3737,425,"https://lwch.gitbook.io/natpass/","https://github.com/lwch/natpass",10,"natpass","lwch","https://avatars.githubusercontent.com/u/4181963?v=4","2021-07-30T08:02:42Z","2021-11-05T16:37:01Z","2023-08-11T09:16:48Z","2023-06-13T02:45:04Z",false,false
"wa-lang/ugo-compiler-book",":books: µGo语言实现(从头开发一个迷你Go语言编译器)","Go","assembly, compiler, go, golang, lexer, llvm, parser, ugo, wa, wasm, webassembly",,1373,129,"https://wa-lang.org/ugo-compiler-book","https://github.com/wa-lang/ugo-compiler-book",5,"ugo-compiler-book","wa-lang","https://avatars.githubusercontent.com/u/44686230?v=4","2021-11-03T15:50:30Z","2021-11-04T10:40:34Z","2023-08-11T05:55:19Z","2023-06-26T17:48:31Z",false,false
"qurikuduo/finalshellPasswordDecoder","This is the java source code to decode the saved session’s password in FinalShell. ","Java","","Apache License 2.0",1,0,,"https://github.com/qurikuduo/finalshellPasswordDecoder",0,"finalshellPasswordDecoder","qurikuduo","https://avatars.githubusercontent.com/u/4517807?v=4","2021-10-28T01:33:10Z","2021-11-03T11:09:12Z","2021-11-03T11:09:12Z","2021-10-28T01:36:20Z",false,false
"m1stadev/Inferius","Create & Restore 64-bit custom IPSWs","Python","","BSD 3-Clause ""New"" or ""Revised"" License",258,32,"","https://github.com/m1stadev/Inferius",19,"Inferius","m1stadev","https://avatars.githubusercontent.com/u/37033149?v=4","2020-08-19T01:16:17Z","2021-10-31T09:04:05Z","2023-07-27T13:00:03Z","2022-06-07T17:08:05Z",false,true
"Cobalt-Strike/ProxyDLLExample","code for the Proxy DLL example blog post","C","","Apache License 2.0",59,16,,"https://github.com/Cobalt-Strike/ProxyDLLExample",0,"ProxyDLLExample","Cobalt-Strike","https://avatars.githubusercontent.com/u/84079569?v=4","2021-10-29T16:40:17Z","2021-10-31T09:03:17Z","2023-07-31T13:00:27Z","2021-10-29T16:40:43Z",false,false
"SRI-CSL/llvm2smt","Experimental translation of llvm to smt.","LLVM","","MIT License",54,14,"","https://github.com/SRI-CSL/llvm2smt",1,"llvm2smt","SRI-CSL","https://avatars.githubusercontent.com/u/8029212?v=4","2015-05-22T16:28:54Z","2021-10-31T09:03:12Z","2023-07-26T16:53:16Z","2020-04-08T17:02:14Z",false,false
"oleavr/art-tracer","ART tracing research","C++","",,71,15,"","https://github.com/oleavr/art-tracer",10,"art-tracer","oleavr","https://avatars.githubusercontent.com/u/735197?v=4","2019-01-30T17:16:31Z","2021-10-30T18:30:08Z","2023-06-28T07:30:05Z","2023-01-03T18:07:17Z",false,false
"Tylous/ZipExec","A unique technique to execute binaries from a password protected zip","Go","","MIT License",962,151,,"https://github.com/Tylous/ZipExec",2,"ZipExec","Tylous","https://avatars.githubusercontent.com/u/15052743?v=4","2021-10-19T21:03:44Z","2021-10-30T12:54:18Z","2023-08-07T23:34:01Z","2022-07-01T16:25:26Z",false,false
"patois/genmc","Display Hex-Rays Microcode","Python","hex-rays-decompiler, hexrays, ida-pro, idapython, idapython-plugin, idapython-script, microcode",,216,38,,"https://github.com/patois/genmc",0,"genmc","patois","https://avatars.githubusercontent.com/u/2330989?v=4","2019-06-05T23:42:32Z","2021-10-30T03:23:32Z","2023-07-22T09:54:11Z","2022-11-13T10:27:35Z",false,false
"tihmstar/tsschecker","a powerfull tool to check tss signing status of various devices and firmwares","C++","","GNU Lesser General Public License v3.0",717,176,,"https://github.com/tihmstar/tsschecker",4,"tsschecker","tihmstar","https://avatars.githubusercontent.com/u/1363935?v=4","2016-03-12T08:39:13Z","2021-10-29T14:51:10Z","2023-08-08T19:01:35Z","2023-07-24T06:53:04Z",false,false
"OsOmE1/Beebyte-Deobfuscator","A plugin for Il2CppInspector that performs quasi deobfuscation","C#","","GNU Affero General Public License v3.0",70,15,"","https://github.com/OsOmE1/Beebyte-Deobfuscator",7,"Beebyte-Deobfuscator","OsOmE1","https://avatars.githubusercontent.com/u/35796520?v=4","2021-01-06T09:45:00Z","2021-10-29T14:50:19Z","2023-08-10T10:42:51Z","2021-02-17T13:27:59Z",false,false
"iDigitalFlame/WSBind","Windows Flexible Malware/Automation Code","C","c, ctf, hacking, malware, offensive-security, redteam, windows","GNU Affero General Public License v3.0",5,3,"","https://github.com/iDigitalFlame/WSBind",0,"WSBind","iDigitalFlame","https://avatars.githubusercontent.com/u/12568617?v=4","2017-08-21T14:59:07Z","2021-10-29T14:50:10Z","2023-01-27T21:15:39Z","2022-09-14T17:16:04Z",false,true
"cxnder/ktool","fully cross-platform toolkit (and library!) for MachO+Obj-C editing/analysis. Includes a cli kit, a curses GUI, ObjC header dumping, and much more.","Python","python, reverse-engineering","MIT License",378,25,"","https://github.com/cxnder/ktool",17,"ktool","cxnder","https://avatars.githubusercontent.com/u/55725881?v=4","2021-07-15T18:04:51Z","2021-10-29T14:49:36Z","2023-08-10T03:21:31Z","2023-07-03T02:56:53Z",false,false
"Y4er/dotnet-deserialization","dotnet 反序列化学习笔记",,"",,297,30,"","https://github.com/Y4er/dotnet-deserialization",0,"dotnet-deserialization","Y4er","https://avatars.githubusercontent.com/u/40487319?v=4","2021-04-19T09:54:56Z","2021-10-29T14:49:22Z","2023-08-04T05:21:59Z","2023-06-20T02:11:42Z",false,false
"bannsec/revenge","REVerse ENGineering Environment","Python","android, frida, python, python3, trace",,52,5,"","https://github.com/bannsec/revenge",5,"revenge","bannsec","https://avatars.githubusercontent.com/u/7632864?v=4","2019-05-24T17:19:18Z","2021-10-29T03:31:49Z","2023-03-11T12:20:08Z","2020-12-23T16:48:09Z",false,false
"FiYHer/system_trace_tool","内核驱动加载/卸载痕迹清理,努力绕过反作弊吧 PiDDBCacheTable and MmLastUnloadedDriver","C++","","Apache License 2.0",82,36,,"https://github.com/FiYHer/system_trace_tool",1,"system_trace_tool","FiYHer","https://avatars.githubusercontent.com/u/25883177?v=4","2021-08-31T04:24:46Z","2021-10-29T03:21:04Z","2023-08-11T12:40:01Z","2023-02-11T09:46:03Z",false,false
"FiYHer/handle_grant_access","句柄提权 无视反作弊读写游戏内存 用于分析游戏结构工具","C++","","MIT License",109,58,,"https://github.com/FiYHer/handle_grant_access",1,"handle_grant_access","FiYHer","https://avatars.githubusercontent.com/u/25883177?v=4","2021-08-29T07:52:58Z","2021-10-29T03:20:52Z","2023-07-30T14:39:19Z","2021-08-29T07:59:09Z",false,false
"FiYHer/dxgkrnl_hook_ex","以前改进的cheat内核通信模块,现在EAC Detected,现在发出来","C++","","Apache License 2.0",44,26,,"https://github.com/FiYHer/dxgkrnl_hook_ex",2,"dxgkrnl_hook_ex","FiYHer","https://avatars.githubusercontent.com/u/25883177?v=4","2021-07-24T04:15:57Z","2021-10-29T03:20:27Z","2023-07-17T15:39:18Z","2021-07-24T04:59:22Z",false,false
"FiYHer/driver_callback_bypass_1909","研究和移除各种内核回调,在anti anti cheat的路上越走越远","C++","","Apache License 2.0",163,58,,"https://github.com/FiYHer/driver_callback_bypass_1909",0,"driver_callback_bypass_1909","FiYHer","https://avatars.githubusercontent.com/u/25883177?v=4","2021-07-24T03:52:18Z","2021-10-29T03:19:46Z","2023-08-04T05:22:16Z","2022-08-26T07:50:10Z",false,false
"FiYHer/EASY-HWID-SPOOFER","基于内核模式的硬件信息欺骗工具","C++","","GNU General Public License v3.0",640,268,,"https://github.com/FiYHer/EASY-HWID-SPOOFER",38,"EASY-HWID-SPOOFER","FiYHer","https://avatars.githubusercontent.com/u/25883177?v=4","2021-02-09T06:41:17Z","2021-10-29T03:19:34Z","2023-08-09T15:37:57Z","2022-03-25T15:14:51Z",false,false
"LukeZGD/Legacy-iOS-Kit","A multi-purpose script to downgrade/restore, save SHSH blobs, and jailbreak legacy iOS devices","Shell","","GNU General Public License v3.0",710,83,"","https://github.com/LukeZGD/Legacy-iOS-Kit",0,"Legacy-iOS-Kit","LukeZGD","https://avatars.githubusercontent.com/u/26163116?v=4","2019-11-20T12:40:35Z","2021-10-29T03:16:48Z","2023-08-12T04:51:26Z","2023-08-09T17:54:12Z",false,false
"lntrx/CVE-2021-28663","A basic PoC leak for CVE-2021-28663 (Internal of the Android kernel backdoor vulnerability)","C","",,108,26,,"https://github.com/lntrx/CVE-2021-28663",0,"CVE-2021-28663","lntrx","https://avatars.githubusercontent.com/u/37024183?v=4","2021-09-01T22:59:29Z","2021-10-29T03:15:20Z","2023-06-16T09:02:45Z","2021-09-03T10:24:34Z",false,false
"metmit/easyFrida","快速上手开发使用frida","JavaScript","",,8,1,"","https://github.com/metmit/easyFrida",0,"easyFrida","metmit","https://avatars.githubusercontent.com/u/48481196?v=4","2020-07-22T06:59:32Z","2021-10-29T03:15:07Z","2023-03-29T07:49:17Z","2021-04-07T08:55:10Z",false,false
"frederic/SVE-2016-7930","Proof-of-Concept for SVE-2016-7930 : multiple buffer overflows in Samsung Galaxy bootloader",,"bootloader, exploit, galaxy, samsung","GNU General Public License v3.0",9,6,,"https://github.com/frederic/SVE-2016-7930",0,"SVE-2016-7930","frederic","https://avatars.githubusercontent.com/u/21579?v=4","2017-07-21T16:12:31Z","2021-10-29T03:15:04Z","2022-01-24T05:07:59Z","2017-07-23T16:36:02Z",false,false
"r0eXpeR/CVE-2021-22205","CVE-2021-22205 Unauthorized RCE","Python","",,70,32,"","https://github.com/r0eXpeR/CVE-2021-22205",0,"CVE-2021-22205","r0eXpeR","https://avatars.githubusercontent.com/u/46040186?v=4","2021-10-28T14:02:51Z","2021-10-29T03:14:32Z","2023-07-19T14:14:58Z","2021-10-28T14:20:05Z",false,false
"sisong/ApkDiffPatch","a C++ library and command-line tools for Zip(Jar,Apk) file Diff & Patch; create minimal delta/differential; support Jar sign(apk v1 sign) & apk v2,v3 sign .","C++","android, apk, archive, diff, hdiffpatch, jar, patch, update, zip","MIT License",259,46,"","https://github.com/sisong/ApkDiffPatch",4,"ApkDiffPatch","sisong","https://avatars.githubusercontent.com/u/2347214?v=4","2018-03-11T13:15:59Z","2021-10-29T03:14:23Z","2023-08-11T12:26:26Z","2023-08-08T10:07:05Z",false,false
"G1ft3dC0d3/MsfMania","Python AV Evasion Tools","Python","antivirus-evasion, backdoor, bypass-antivirus, cobalt-strike, dynamic-analysis, evasion, fud, injection, malware, metasploit, meterpreter, msfvenom, pe-loader, pentest, privilege-escalation, python, redteam, reverse-shell, shellcode-injection, undetectable","GNU General Public License v3.0",473,79,"","https://github.com/G1ft3dC0d3/MsfMania",5,"MsfMania","G1ft3dC0d3","https://avatars.githubusercontent.com/u/52042546?v=4","2019-06-28T11:24:43Z","2021-10-29T03:14:14Z","2023-08-04T05:20:38Z","2022-02-10T18:24:56Z",false,false
